id,Class
27447,N
27450,N
27452,N
27454,E
27455,C
27456,E
27457,C
27460,C
27461,N
27462,N
27466,C
27469,E
27471,A
27472,C
27473,C
27474,C
27475,C
27476,N
27477,E
27480,A
27485,N
27486,C
27487,O
27489,E
27490,E
27492,E
27494,N
27495,N
27496,E
27497,A
27509,C
27510,N
27511,E
27512,E
27513,E
27516,C
27518,C
27519,E
27520,O
27521,N
27522,C
27527,C
27528,N
27529,E
27530,O
27532,C
27533,C
27534,O
27536,N
27537,N
27540,N
27541,C
27542,A
27545,N
27546,A
27547,C
27548,C
27550,N
27551,N
27552,C
27553,N
27554,E
27555,C
27558,N
27561,N
27564,N
27565,O
27566,E
27568,N
27572,O
27573,C
27574,N
27575,C
27576,E
27579,N
27583,E
27585,A
27586,A
27587,C
27589,A
27590,C
27594,N
27595,N
27596,E
27597,C
27598,E
27600,C
27602,C
27603,E
27604,A
27606,E
27610,O
27613,N
27615,O
27618,N
27619,E
27620,C
27621,E
27623,N
27624,N
27625,C
27627,N
27628,C
27629,A
27631,C
27632,A
27633,A
27634,N
27636,C
27638,N
27639,E
27640,O
27641,A
27644,E
27645,N
27646,E
27651,C
27652,N
27653,N
27656,C
27657,C
27659,N
27660,O
27662,C
27663,E
27665,E
27666,E
27667,A
27668,A
27669,C
27670,N
27673,C
27674,C
27675,E
27676,C
27677,O
27679,N
27681,C
27683,O
27684,E
27685,C
27686,E
27687,E
27688,N
27689,E
27691,A
27692,C
27694,E
27695,C
27696,E
27697,N
27698,N
27699,C
27700,C
27701,O
27703,E
27704,A
27705,E
27706,N
27707,A
27708,E
27709,O
27710,C
27711,E
27713,E
27715,N
27716,N
27717,N
27718,N
27720,C
27721,C
27722,N
27723,C
27724,C
27725,C
27728,C
27731,C
27734,A
27735,A
27738,E
27739,E
27740,C
27743,N
27750,E
27753,N
27754,C
27757,E
27758,C
27759,E
27762,C
27763,A
27764,A
27765,C
27766,N
27767,E
27768,C
27769,E
27772,C
27773,E
27775,A
27776,C
27777,N
27779,N
27780,C
27782,E
27784,N
27786,C
27787,C
27788,E
27789,N
27791,C
27793,N
27794,N
27795,E
27797,A
27798,E
27800,C
27802,C
27803,E
27805,E
27806,E
27807,N
27808,C
27809,E
27812,N
27813,N
27815,N
27816,E
27818,C
27821,N
27823,N
27826,A
27827,O
27828,O
27830,C
27831,N
27833,C
27834,O
27836,E
27838,E
27839,E
27840,C
27842,N
27844,C
27846,C
27847,E
27850,O
27851,N
27852,E
27854,C
27855,C
27856,C
27861,A
27862,C
27864,N
27867,C
27868,N
27870,N
27872,E
27873,N
27874,E
27876,E
27877,N
27878,E
27879,C
27880,C
27881,E
27882,O
27883,N
27885,N
27887,A
27888,E
27890,N
27891,N
27893,O
27894,C
27895,E
27896,C
27900,E
27901,E
27902,E
27904,E
27905,C
27906,N
27907,C
27908,N
27909,C
27912,A
27913,C
27914,O
27915,N
27916,A
27922,O
27923,E
27924,E
27925,N
27926,E
27927,E
27929,E
27931,E
27932,E
27934,C
27935,C
27937,N
27939,E
27940,E
27941,N
27942,A
27946,C
27948,O
27949,N
27953,C
27954,E
27955,C
27957,E
27959,N
27961,O
27963,E
27965,C
27966,C
27967,N
27968,C
27969,N
27970,N
27971,N
27973,C
27974,N
27975,O
27976,C
27977,C
27978,N
27981,O
27984,E
27987,N
27988,C
27990,E
27991,C
27992,N
27993,N
27996,O
27998,E
28000,C
28002,E
28005,N
28006,C
28007,O
28008,N
28010,C
28011,C
28013,E
28014,A
28015,A
28016,E
28019,A
28021,C
28022,C
28024,C
28026,O
28027,C
28032,C
28033,N
28035,E
28039,A
28041,C
28043,E
28045,C
28047,E
28048,E
28049,C
28050,C
28056,A
28062,N
28063,N
28065,C
28067,E
28068,N
28072,N
28074,C
28076,N
28077,N
28080,E
28081,E
28083,E
28084,N
28085,N
28086,N
28088,E
28089,E
28090,E
28092,C
28093,E
28095,E
28096,N
28098,C
28099,A
28100,E
28101,C
28102,C
28103,C
28105,E
28110,A
28113,C
28114,C
28117,A
28120,C
28121,A
28122,E
28123,E
28124,N
28125,C
28127,A
28128,E
28129,E
28130,E
28131,A
28132,E
28134,N
28135,O
28136,A
28137,C
28138,N
28139,C
28140,N
28141,E
28142,E
28144,C
28146,E
28147,N
28150,N
28151,E
28152,C
28153,O
28154,C
28155,E
28156,N
28158,E
28159,C
28160,N
28163,E
28164,N
28165,C
28166,C
28168,N
28169,N
28171,N
28172,N
28173,C
28174,C
28175,N
28178,C
28180,E
28183,C
28184,E
28187,C
28188,C
28189,C
28190,N
28192,N
28193,C
28194,N
28196,C
28197,N
28198,N
28202,C
28203,O
28205,N
28207,E
28209,C
28210,E
28212,C
28214,N
28216,N
28217,C
28219,O
28220,N
28221,E
28222,C
28224,A
28225,C
28227,E
28228,A
28230,E
28236,N
28240,A
28241,E
28242,A
28243,C
28245,E
28247,A
28249,N
28253,E
28254,N
28255,A
28256,A
28257,C
28260,E
28264,A
28267,C
28268,N
28269,N
28272,E
28273,N
28275,E
28276,E
28277,N
28278,N
28281,N
28282,E
28283,N
28284,C
28285,E
28286,A
28287,N
28290,C
28292,E
28293,O
28297,E
28299,N
28300,N
28301,C
28302,N
28303,N
28304,E
28305,N
28306,N
28308,A
28309,E
28311,C
28312,N
28313,E
28314,E
28315,E
28316,E
28317,C
28321,C
28322,E
28323,E
28327,C
28328,C
28329,A
28332,E
28333,C
28334,E
28335,A
28336,E
28337,A
28338,E
28339,C
28340,E
28341,E
28344,C
28345,C
28346,O
28348,A
28349,N
28350,N
28354,E
28355,E
28356,O
28357,N
28358,N
28359,E
28362,E
28365,E
28367,N
28369,A
28372,C
28374,C
28375,O
28377,E
28378,C
28379,N
28380,O
28382,C
28383,N
28384,N
28386,E
28389,E
28391,C
28392,E
28393,C
28395,C
28396,A
28401,C
28405,N
28406,N
28408,C
28410,O
28411,A
28413,E
28416,E
28417,C
28418,E
28421,O
28422,N
28424,C
28426,C
28427,N
28429,C
28430,N
28432,C
28434,N
28435,C
28437,A
28438,A
28439,N
28440,A
28443,E
28444,E
28446,C
28447,E
28448,N
28449,C
28452,C
28453,C
28454,C
28456,N
28458,E
28460,E
28461,E
28463,E
28464,N
28465,O
28466,O
28467,C
28468,N
28469,N
28470,E
28471,N
28473,A
28474,C
28475,E
28476,O
28478,O
28479,O
28480,E
28481,C
28482,N
28483,A
28484,A
28485,O
28486,C
28488,A
28489,C
28490,C
28491,E
28492,C
28495,C
28496,O
28497,C
28499,N
28502,N
28503,E
28504,E
28505,N
28507,N
28508,E
28509,N
28510,N
28511,O
28512,C
28513,E
28515,E
28516,C
28517,E
28518,N
28519,E
28523,A
28526,C
28527,N
28528,O
28529,E
28531,N
28532,O
28534,N
28535,N
28536,N
28537,E
28538,E
28539,E
28541,N
28542,A
28543,O
28544,N
28545,C
28546,E
28547,A
28548,E
28549,N
28550,E
28551,N
28552,E
28553,O
28554,O
28555,E
28557,A
28558,N
28559,E
28563,N
28565,N
28566,C
28567,O
28568,C
28569,E
28570,C
28572,C
28573,A
28574,N
28575,A
28576,C
28578,E
28580,C
28581,N
28582,C
28583,E
28585,N
28587,O
28588,C
28589,E
28591,E
28592,C
28594,O
28595,E
28597,O
28598,N
28599,E
28600,N
28602,A
28604,C
28608,E
28609,O
28611,E
28614,N
28616,C
28617,A
28619,C
28620,N
28621,N
28622,E
28623,C
28625,C
28627,C
28628,C
28629,C
28630,E
28631,C
28632,N
28634,O
28637,N
28638,C
28639,N
28641,N
28643,N
28644,O
28649,C
28651,E
28652,C
28653,N
28654,C
28655,E
28656,N
28657,E
28658,A
28665,A
28666,C
28667,C
28668,E
28670,C
28671,E
28673,A
28674,O
28675,C
28676,E
28678,O
28679,N
28680,C
28681,N
28682,N
28683,N
28687,E
28688,N
28690,C
28691,O
28693,N
28694,A
28696,O
28697,C
28698,E
28699,O
28701,E
28703,O
28704,E
28705,A
28706,O
28710,C
28712,N
28714,E
28715,E
28716,E
28717,N
28718,E
28719,E
28722,A
28723,A
28725,C
28727,C
28728,E
28729,A
28730,E
28733,E
28734,E
28736,A
28739,E
28740,E
28742,E
28743,E
28744,N
28746,E
28748,C
28750,C
28751,E
28752,C
28753,A
28754,A
28756,N
28757,N
28758,C
28759,C
28761,C
28763,N
28764,E
28766,N
28768,N
28769,C
28770,C
28774,C
28775,E
28776,C
28778,E
28781,O
28782,C
28783,O
28784,E
28790,A
28799,O
28800,A
28801,E
28802,C
28804,E
28805,N
28809,C
28811,C
28812,O
28813,N
28815,N
28816,N
28818,E
28819,C
28822,O
28823,C
28824,E
28825,E
28826,N
28827,E
28828,E
28830,C
28831,C
28833,C
28837,N
28838,N
28839,N
28841,N
28842,N
28843,O
28849,A
28850,N
28851,N
28853,E
28854,E
28855,E
28856,E
28857,C
28859,E
28860,C
28861,N
28862,C
28863,N
28865,C
28866,C
28867,A
28871,N
28872,C
28873,O
28874,C
28875,C
28876,N
28877,N
28879,E
28880,E
28882,A
28884,C
28889,N
28891,E
28892,E
28893,E
28894,E
28895,E
28898,O
28899,A
28900,N
28901,E
28902,N
28903,N
28904,C
28906,O
28908,N
28910,N
28912,E
28913,E
28914,N
28915,E
28917,N
28920,C
28921,N
28922,C
28923,E
28924,E
28925,O
28927,A
28930,C
28931,N
28932,C
28933,E
28934,N
28936,E
28939,N
28940,N
28941,A
28943,N
28944,N
28945,O
28947,N
28948,C
28949,O
28950,O
28951,N
28955,N
28957,C
28958,E
28959,E
28960,C
28962,N
28963,E
28964,N
28965,C
28968,E
28969,A
28970,C
28974,N
28975,N
28977,E
28978,E
28979,C
28983,E
28984,N
28985,C
28986,E
28987,C
28991,E
28992,C
28993,C
28997,C
29000,C
29001,N
29002,C
29004,N
29006,N
29007,N
29010,E
29011,C
29012,C
29014,E
29015,N
29019,C
29020,A
29022,E
29027,E
29030,C
29032,E
29034,O
29035,C
29036,C
29037,C
29038,N
29041,E
29044,N
29047,C
29048,N
29049,E
29052,O
29055,E
29056,C
29057,E
29059,A
29061,N
29063,E
29064,N
29065,E
29068,C
29069,N
29070,C
29071,C
29072,E
29073,O
29074,O
29076,C
29077,E
29081,N
29082,C
29083,N
29084,E
29085,E
29086,A
29087,C
29091,N
29092,C
29094,C
29095,C
29096,C
29097,C
29099,C
29100,C
29103,A
29104,E
29106,N
29107,E
29108,N
29109,C
29110,C
29111,E
29112,C
29113,A
29116,E
29119,N
29121,N
29123,C
29126,E
29127,C
29132,E
29134,E
29137,C
29139,O
29140,C
29142,C
29144,C
29145,E
29147,C
29150,N
29152,C
29157,C
29158,N
29159,N
29160,C
29161,E
29163,E
29166,C
29167,N
29168,N
29169,A
29170,C
29171,C
29172,O
29176,E
29177,A
29180,O
29187,A
29188,E
29193,N
29194,A
29195,A
29196,E
29198,E
29200,N
29201,O
29206,E
29208,A
29209,C
29210,E
29213,N
29214,N
29216,O
29220,N
29222,C
29224,N
29225,C
29227,E
29229,A
29231,N
29233,A
29234,C
29235,N
29237,C
29240,E
29243,N
29244,E
29246,C
29248,C
29249,C
29250,E
29252,N
29255,C
29256,E
29258,C
29262,C
29268,E
29269,E
29270,A
29271,C
29273,C
29274,N
29277,O
29278,C
29279,C
29282,C
29283,O
29284,N
29288,E
29289,O
29290,A
29291,N
29292,C
29293,N
29294,N
29295,A
29296,C
29298,N
29299,A
29300,A
29302,O
29303,N
29305,N
29306,N
29307,E
29308,A
29309,E
29310,N
29313,C
29314,N
29316,A
29319,E
29321,E
29322,N
29323,E
29325,C
29326,C
29327,N
29329,N
29330,E
29331,N
29333,N
29335,N
29336,N
29337,N
29339,N
29342,C
29344,C
29346,N
29348,A
29349,E
29351,N
29352,E
29354,E
29356,N
29357,N
29360,E
29361,E
29363,C
29364,C
29365,C
29366,N
29367,N
29370,O
29373,C
29377,E
29379,O
29380,N
29381,E
29384,E
29386,C
29388,E
29392,N
29394,N
29395,A
29398,N
29399,C
29400,E
29401,A
29403,C
29404,O
29405,C
29406,N
29408,C
29409,E
29410,E
29411,C
29413,N
29414,C
29417,N
29418,N
29419,N
29420,N
29421,N
29425,A
29426,A
29427,N
29428,C
29432,C
29435,C
29436,N
29439,E
29440,E
29441,A
29442,E
29443,E
29444,E
29445,N
29448,N
29449,C
29450,C
29451,C
29453,C
29454,C
29455,A
29457,E
29458,E
29463,C
29465,E
29466,C
29469,C
29470,N
29471,C
29473,N
29477,N
29480,N
29482,E
29484,N
29485,C
29486,N
29488,C
29491,N
29493,C
29494,C
29496,C
29498,C
29501,O
29503,O
29504,E
29505,N
29506,O
29507,C
29510,C
29512,O
29513,N
29515,C
29518,O
29519,N
29521,E
29522,E
29524,E
29525,O
29526,C
29527,E
29528,E
29530,E
29531,A
29533,A
29535,C
29536,E
29537,E
29538,A
29539,E
29541,E
29545,E
29546,C
29548,C
29551,C
29552,E
29553,O
29557,O
29559,O
29561,O
29568,N
29571,N
29572,E
29573,E
29574,E
29575,O
29579,N
29580,C
29581,E
29582,O
29586,C
29588,N
29591,C
29593,A
29594,E
29596,E
29600,N
29602,E
29604,C
29606,C
29607,E
29608,N
29610,E
29612,A
29613,E
29614,E
29615,O
29617,O
29618,N
29619,C
29621,E
29624,C
29625,N
29628,C
29629,C
29634,C
29635,E
29636,A
29637,N
29638,E
29641,O
29642,E
29644,N
29645,O
29646,C
29651,N
29653,A
29655,C
29659,E
29661,N
29662,N
29663,A
29664,O
29665,N
29666,N
29670,N
29671,E
29672,O
29674,E
29675,O
29676,C
29677,N
29678,A
29680,A
29683,C
29684,N
29685,N
29687,C
29688,E
29689,C
29691,E
29694,C
29695,N
29696,N
29697,A
29698,N
29702,N
29704,A
29706,C
29707,C
29710,N
29711,E
29712,N
29713,O
29714,C
29717,C
29718,N
29719,C
29720,C
29722,C
29723,N
29726,N
29730,C
29731,E
29733,E
29734,E
29737,N
29738,N
29739,N
29742,N
29743,E
29744,E
29747,N
29748,N
29751,C
29753,E
29754,A
29755,E
29757,E
29759,E
29761,C
29763,A
29764,N
29765,O
29766,N
29767,E
29768,O
29769,E
29770,E
29771,E
29773,N
29774,E
29777,E
29778,E
29780,N
29781,A
29783,O
29784,N
29787,N
29788,E
29789,N
29790,N
29791,E
29793,A
29795,O
29796,N
29802,E
29804,N
29806,C
29810,E
29811,N
29813,N
29815,N
29816,C
29817,C
29819,N
29820,O
29821,O
29822,C
29824,A
29825,A
29826,A
29829,C
29832,C
29834,A
29835,A
29838,O
29839,C
29841,A
29842,E
29844,A
29847,C
29848,C
29852,O
29853,C
29855,N
29858,C
29859,E
29861,E
29862,N
29865,N
29866,O
29867,N
29868,O
29869,N
29870,E
29872,N
29873,E
29875,E
29879,C
29880,E
29884,N
29885,C
29887,A
29889,N
29890,N
29892,O
29894,N
29895,E
29897,N
29898,C
29900,N
29902,N
29903,E
29904,E
29905,E
29906,N
29907,E
29909,C
29910,A
29913,N
29915,O
29916,C
29917,C
29919,O
29920,N
29922,E
29923,O
29925,A
29926,A
29928,C
29930,C
29931,C
29932,E
29934,N
29935,C
29938,E
29940,C
29942,E
29943,E
29944,N
29945,N
29949,E
29950,N
29952,E
29954,O
29955,C
29957,N
29960,C
29962,E
29963,O
29964,N
29966,C
29967,C
29968,C
29971,N
29974,E
29975,A
29976,C
29977,C
29978,C
29981,E
29982,E
29983,C
29984,C
29987,O
29988,E
29989,E
29993,E
30000,C
30002,C
30009,E
30010,E
30014,N
30015,C
30016,E
30017,N
30022,O
30025,C
30026,C
30027,A
30030,E
30032,O
30033,E
30034,C
30036,N
30037,C
30039,N
30040,A
30041,E
30042,N
30043,E
30044,A
30046,C
30051,C
30053,C
30054,A
30055,E
30057,E
30059,E
30060,E
30062,C
30064,O
30065,N
30068,C
30069,O
30071,N
30072,E
30075,E
30077,C
30078,C
30080,N
30081,C
30082,C
30084,O
30086,N
30089,N
30090,C
30095,E
30096,E
30097,N
30098,A
30099,C
30100,C
30102,N
30104,C
30105,E
30106,C
30108,A
30111,E
30112,C
30113,C
30114,C
30116,A
30117,N
30118,A
30120,C
30121,N
30123,E
30124,O
30125,N
30126,N
30128,E
30130,C
30131,N
30134,C
30135,E
30136,E
30139,N
30140,C
30141,N
30142,E
30143,E
30144,C
30146,E
30147,C
30148,C
30151,E
30154,N
30156,A
30157,N
30159,N
30160,N
30165,O
30166,N
30168,C
30169,E
30173,N
30175,E
30176,A
30178,N
30179,E
30181,C
30182,C
30184,A
30187,N
30188,N
30190,O
30191,N
30192,E
30193,N
30194,N
30195,O
30199,A
30202,E
30204,E
30205,O
30206,O
30208,E
30210,O
30212,E
30213,N
30215,E
30217,C
30218,N
30220,C
30223,A
30225,N
30228,O
30230,E
30231,C
30232,N
30233,A
30234,E
30235,N
30236,C
30238,O
30239,C
30242,C
30243,O
30248,A
30249,N
30253,E
30255,O
30256,N
30257,O
30258,O
30260,N
30262,C
30263,N
30264,N
30265,N
30272,C
30273,A
30277,C
30278,N
30281,C
30283,E
30284,A
30285,C
30286,C
30289,N
30290,C
30293,O
30294,N
30296,E
30298,N
30299,C
30300,N
30301,N
30302,E
30306,O
30308,O
30309,C
30310,N
30311,E
30312,C
30313,C
30314,E
30318,N
30321,O
30322,A
30324,N
30328,C
30329,N
30330,C
30331,O
30332,E
30334,O
30335,C
30336,O
30337,C
30338,A
30341,N
30342,O
30344,N
30345,C
30346,E
30347,E
30348,O
30349,C
30350,E
30351,E
30354,E
30355,C
30356,N
30358,N
30359,O
30361,C
30362,A
30363,N
30364,E
30366,O
30367,A
30368,N
30370,C
30371,E
30372,C
30374,E
30375,C
30376,E
30379,N
30380,C
30381,N
30383,C
30386,A
30387,C
30390,N
30391,C
30392,N
30394,N
30395,O
30396,C
30397,O
30399,E
30404,E
30405,E
30406,C
30408,C
30409,C
30410,N
30412,O
30413,O
30415,E
30417,A
30418,O
30419,E
30420,O
30421,A
30422,C
30423,C
30424,N
30425,A
30426,N
30428,C
30432,C
30433,O
30437,C
30438,C
30441,C
30443,C
30446,E
30447,N
30451,C
30452,A
30453,N
30456,E
30458,C
30459,E
30461,C
30464,N
30465,E
30466,C
30469,C
30471,N
30472,C
30474,E
30475,N
30478,A
30479,C
30480,E
30485,C
30489,N
30493,O
30496,N
30497,E
30498,N
30499,C
30500,C
30501,N
30504,C
30506,N
30508,N
30509,E
30510,N
30512,E
30514,C
30516,O
30517,N
30519,C
30521,C
30524,N
30527,N
30529,N
30530,C
30531,A
30532,C
30533,A
30534,N
30535,C
30536,C
30538,O
30539,N
30540,C
30541,C
30542,N
30543,C
30544,C
30546,N
30548,N
30550,O
30551,N
30552,C
30553,A
30555,C
30558,A
30559,C
30560,E
30561,E
30562,C
30563,C
30567,C
30568,N
30570,N
30571,C
30572,O
30574,E
30575,C
30576,C
30581,E
30582,E
30583,N
30584,N
30585,E
30586,E
30588,N
30589,C
30590,C
30591,A
30593,A
30596,E
30600,N
30601,O
30604,E
30606,E
30607,N
30608,N
30609,C
30611,C
30612,N
30614,N
30616,O
30617,E
30618,C
30619,N
30622,E
30623,N
30627,E
30628,N
30630,E
30633,A
30635,E
30638,N
30639,C
30640,N
30641,O
30644,E
30645,N
30647,O
30648,C
30649,N
30652,E
30653,C
30655,C
30656,N
30658,O
30659,E
30660,C
30661,C
30663,A
30664,O
30665,C
30668,E
30669,C
30670,E
30671,E
30672,C
30674,O
30675,E
30677,C
30679,N
30681,E
30682,C
30683,C
30685,E
30686,C
30688,E
30689,A
30693,E
30694,C
30697,C
30701,C
30702,N
30703,C
30705,E
30707,C
30710,C
30711,C
30712,E
30713,C
30714,E
30716,E
30718,E
30719,C
30722,E
30723,N
30729,N
30730,N
30731,C
30732,E
30733,C
30739,C
30741,E
30744,A
30745,A
30746,C
30747,N
30748,A
30750,E
30751,N
30752,N
30754,E
30756,E
30757,C
30760,E
30761,A
30763,O
30764,N
30765,E
30766,O
30772,C
30773,E
30774,C
30775,O
30776,N
30779,A
30781,E
30782,N
30783,N
30785,N
30786,C
30788,E
30789,N
30790,C
30793,E
30794,C
30795,E
30798,N
30800,O
30801,N
30802,E
30804,E
30805,C
30806,C
30807,E
30810,O
30811,E
30812,N
30815,C
30816,E
30817,E
30819,C
30821,C
30824,A
30826,N
30829,N
30831,C
30832,N
30833,E
30834,N
30835,O
30838,E
30839,C
30841,E
30842,O
30844,N
30846,C
30848,E
30851,C
30853,C
30856,N
30857,E
30859,A
30860,E
30862,E
30863,E
30864,C
30867,O
30868,C
30869,E
30870,N
30872,O
30873,C
30875,E
30876,N
30877,O
30878,O
30880,N
30882,C
30883,E
30884,N
30886,O
30887,C
30888,E
30890,A
30893,O
30894,N
30895,C
30896,E
30897,N
30899,N
30900,N
30901,N
30902,E
30903,E
30904,N
30906,E
30907,C
30909,N
30910,E
30911,C
30912,N
30913,O
30914,N
30917,E
30923,E
30926,C
30927,E
30928,C
30929,N
30932,N
30934,C
30935,E
30937,C
30938,E
30940,N
30942,C
30944,C
30946,N
30948,E
30949,N
30950,N
30952,N
30953,A
30954,N
30955,A
30956,O
30958,A
30959,A
30960,E
30963,C
30964,N
30965,E
30966,N
30968,O
30970,O
30971,A
30972,E
30973,C
30974,N
30976,C
30977,N
30978,C
30979,N
30980,C
30982,E
30984,C
30987,N
30988,N
30990,N
30991,E
30992,N
30993,E
30994,N
30995,E
30996,C
30997,N
30998,C
30999,A
31000,N
31002,A
31003,E
31004,N
31005,E
31007,E
31008,N
31009,C
31013,C
31014,C
31015,C
31016,N
31017,N
31018,C
31021,A
31024,C
31026,A
31027,N
31028,C
31029,C
31033,C
31034,N
31035,E
31036,E
31037,O
31038,A
31040,C
31041,C
31042,E
31043,A
31045,O
31046,E
31047,E
31049,N
31050,E
31051,N
31052,E
31053,E
31055,C
31056,N
31057,C
31059,N
31060,N
31064,E
31066,O
31071,E
31072,N
31073,O
31074,N
31079,N
31080,N
31081,E
31082,A
31084,N
31086,E
31088,C
31089,O
31090,C
31091,N
31095,O
31096,A
31097,C
31098,N
31099,C
31101,C
31102,C
31103,C
31108,N
31109,N
31112,C
31115,C
31116,N
31117,O
31119,O
31123,C
31124,N
31126,C
31127,C
31128,A
31132,C
31134,A
31135,C
31138,N
31139,N
31140,N
31141,N
31142,C
31144,C
31145,C
31146,C
31148,C
31149,N
31150,N
31151,E
31152,C
31155,N
31157,O
31158,C
31159,E
31160,O
31165,C
31166,N
31168,E
31169,C
31172,O
31174,N
31176,C
31177,O
31179,E
31182,N
31184,E
31186,N
31187,A
31188,N
31189,N
31190,N
31191,N
31192,E
31193,C
31194,C
31195,N
31196,C
31197,N
31198,N
31199,E
31200,C
31201,E
31202,C
31204,N
31205,C
31206,C
31207,C
31208,O
31209,C
31210,C
31211,O
31212,N
31213,N
31214,E
31216,E
31218,E
31220,A
31222,C
31223,C
31224,N
31225,O
31226,C
31228,O
31230,C
31231,O
31234,N
31235,C
31239,A
31240,E
31241,E
31242,N
31243,N
31245,N
31246,N
31248,C
31249,N
31250,N
31251,N
31252,E
31253,E
31256,C
31258,O
31259,C
31260,O
31261,C
31262,C
31263,N
31265,N
31268,C
31272,C
31275,E
31276,C
31277,A
31278,N
31280,C
31281,C
31282,O
31283,E
31284,E
31286,C
31288,N
31290,O
31291,N
31293,N
31294,O
31295,C
31296,E
31299,E
31301,N
31302,N
31303,E
31304,O
31305,N
31307,E
31308,A
31310,C
31311,E
31314,N
31315,C
31316,E
31317,C
31318,O
31319,O
31320,N
31323,A
31324,E
31325,N
31327,C
31330,E
31331,C
31333,E
31335,E
31336,E
31337,N
31339,E
31340,E
31341,C
31342,C
31343,A
31345,N
31350,E
31352,N
31356,E
31358,E
31360,E
31361,C
31362,C
31364,N
31365,N
31368,E
31370,O
31371,O
31372,C
31374,E
31375,N
31378,N
31380,N
31382,N
31385,E
31386,E
31387,C
31388,N
31389,N
31392,C
31394,E
31397,N
31398,E
31399,E
31400,A
31401,E
31405,N
31407,N
31408,E
31409,C
31412,O
31413,O
31414,E
31415,C
31416,E
31418,C
31419,A
31420,N
31422,E
31423,A
31424,E
31425,E
31426,E
31428,C
31432,N
31433,E
31434,C
31435,E
31438,C
31440,O
31441,O
31442,O
31443,C
31444,E
31445,C
31446,N
31447,C
31448,N
31449,C
31450,A
31453,N
31454,C
31455,E
31456,E
31459,C
31460,E
31461,C
31468,C
31469,C
31472,N
31473,N
31474,N
31475,C
31476,C
31477,O
31478,N
31479,C
31482,C
31483,O
31485,N
31486,A
31487,N
31488,E
31489,N
31493,A
31498,E
31499,N
31500,C
31501,C
31502,N
31505,E
31506,N
31507,A
31508,N
31509,E
31513,C
31517,E
31518,O
31519,N
31520,N
31523,C
31524,C
31525,E
31526,N
31532,E
31533,C
31534,O
31535,E
31538,O
31539,N
31540,O
31541,C
31545,E
31546,N
31547,C
31548,C
31549,O
31550,E
31553,O
31554,C
31555,C
31556,N
31557,C
31558,C
31559,C
31560,C
31561,C
31562,E
31563,O
31566,E
31567,A
31570,N
31573,E
31576,O
31577,N
31579,A
31581,N
31582,N
31583,E
31585,E
31586,C
31588,N
31589,N
31590,C
31591,N
31592,E
31593,N
31594,E
31598,O
31600,O
31602,C
31603,E
31604,O
31605,E
31606,C
31608,O
31609,N
31610,C
31612,N
31613,E
31614,E
31615,N
31616,E
31618,A
31620,N
31623,C
31624,C
31631,A
31632,C
31633,O
31634,N
31636,C
31638,C
31641,E
31643,E
31644,O
31647,N
31648,C
31650,C
31652,E
31653,N
31654,C
31656,E
31657,A
31658,A
31660,C
31661,C
31664,C
31666,E
31669,E
31672,E
31673,E
31675,E
31677,A
31678,C
31680,A
31681,C
31685,C
31686,C
31688,C
31690,E
31692,C
31693,E
31694,C
31695,N
31698,E
31699,N
31701,C
31702,C
31703,N
31704,A
31705,N
31706,O
31709,N
31710,C
31711,N
31713,E
31716,N
31718,E
31719,N
31722,C
31723,E
31725,C
31726,C
31730,C
31731,C
31732,E
31734,N
31735,C
31737,A
31741,N
31742,A
31743,N
31745,C
31746,A
31747,E
31748,C
31751,N
31753,C
31754,E
31755,E
31756,O
31757,E
31758,C
31759,C
31760,C
31761,C
31764,C
31767,C
31770,N
31771,E
31773,C
31777,E
31780,E
31781,N
31782,E
31784,N
31786,O
31787,E
31791,E
31792,E
31793,C
31794,O
31795,C
31796,N
31798,E
31800,N
31801,E
31802,C
31803,N
31804,N
31805,N
31806,A
31807,E
31808,C
31809,N
31810,N
31811,N
31812,A
31813,E
31814,E
31816,N
31817,C
31818,C
31819,O
31820,E
31821,E
31823,E
31824,C
31825,C
31827,O
31828,E
31829,C
31833,C
31834,C
31835,N
31837,O
31839,C
31840,C
31841,E
31844,C
31846,N
31848,N
31849,A
31850,N
31852,C
31855,C
31856,N
31857,A
31858,N
31862,A
31869,N
31871,C
31872,E
31874,C
31876,E
31878,E
31880,O
31882,C
31883,C
31886,N
31887,E
31890,N
31891,E
31892,C
31897,N
31901,C
31902,O
31903,N
31905,N
31906,O
31908,N
31911,N
31912,A
31915,E
31916,E
31919,C
31920,E
31921,C
31924,C
31925,E
31926,C
31928,E
31929,N
31930,C
31934,N
31938,A
31941,O
31943,O
31944,N
31946,C
31947,C
31948,N
31949,C
31950,E
31951,O
31952,C
31953,C
31955,A
31956,C
31957,E
31958,C
31961,A
31962,C
31964,C
31965,A
31966,C
31968,C
31969,E
31970,C
31973,C
31974,N
31976,C
31978,N
31981,O
31982,C
31983,N
31985,A
31991,O
31993,N
31994,C
31995,A
31997,A
31998,C
32000,A
32001,N
32005,C
32007,N
32008,C
32011,E
32012,E
32013,E
32014,E
32016,N
32017,N
32020,C
32021,E
32022,C
32023,E
32024,O
32025,A
32026,A
32028,N
32029,A
32030,O
32031,C
32034,E
32035,E
32036,E
32037,N
32038,O
32039,A
32040,N
32042,A
32046,C
32047,C
32049,C
32050,N
32051,N
32052,O
32053,E
32057,N
32059,N
32060,N
32063,C
32066,C
32067,C
32069,O
32070,A
32072,C
